user_id,site,campaign_type,device_os,hour_of_day,day_of_week,historical_open_rate,historical_push_count,days_since_last_open,segment,target_opened
usr_000048,search,promotional,android,1,5,0.2215,67,3,at_risk,1
usr_000049,search,promotional,ios,7,4,0.4945,89,31,new,0
usr_000050,search,newsletter,ios,17,0,0.2938,7,43,active,1
usr_000051,product,promotional,android,18,1,0.3263,37,35,active,0
usr_000052,content,reengagement,android,7,5,0.2288,67,15,at_risk,1
usr_000053,search,promotional,web,11,6,0.0738,48,52,at_risk,1
usr_000054,home,promotional,android,15,2,0.4146,6,26,active,0
usr_000055,home,promotional,android,16,3,0.1915,7,32,new,0
usr_000056,home,transactional,ios,17,6,0.0464,27,8,active,1
usr_000057,home,newsletter,android,6,4,0.1493,16,38,active,1
usr_000058,home,transactional,android,17,6,0.0401,54,2,active,1
usr_000059,home,promotional,ios,4,1,0.0281,70,0,active,0
usr_000060,product,promotional,ios,16,5,0.2629,15,14,active,0
usr_000061,content,transactional,android,12,3,0.1178,93,36,churn,0
usr_000062,content,reengagement,android,7,5,0.2415,66,58,active,1
usr_000063,product,transactional,android,5,5,0.4236,82,36,active,1
usr_000064,product,promotional,android,15,3,0.0099,34,13,active,0
usr_000065,search,promotional,android,2,0,0.0821,10,20,at_risk,0
usr_000066,content,transactional,ios,17,4,0.209,49,32,churn,0
usr_000067,product,newsletter,web,9,6,0.1249,51,17,new,0
usr_000068,product,newsletter,android,11,2,0.1266,3,55,at_risk,1
usr_000069,product,promotional,web,8,3,0.0142,89,23,active,0
usr_000070,content,promotional,android,15,5,0.148,26,3,at_risk,0
usr_000071,product,promotional,web,10,3,0.1054,9,11,at_risk,0
usr_000072,content,promotional,android,21,5,0.3139,91,17,active,1
usr_000073,product,transactional,ios,9,5,0.1817,6,5,churn,0
usr_000074,product,newsletter,ios,5,3,0.2732,71,18,active,0
usr_000075,search,reengagement,android,2,5,0.3063,63,27,at_risk,1
usr_000076,content,promotional,android,3,5,0.4612,90,31,new,0
usr_000077,product,promotional,web,3,2,0.0272,42,20,new,0
usr_000078,search,transactional,ios,10,6,0.1011,54,52,new,0
usr_000079,search,reengagement,ios,5,4,0.1071,47,46,new,1
usr_000080,search,newsletter,android,20,4,0.3553,39,0,active,0
usr_000081,product,newsletter,ios,23,3,0.1404,17,43,new,0
usr_000082,search,reengagement,ios,7,4,0.0874,83,56,active,0
usr_000083,product,transactional,android,15,1,0.1952,28,0,at_risk,1
usr_000084,product,promotional,ios,23,4,0.1983,89,25,at_risk,0
usr_000085,content,promotional,ios,7,2,0.1662,49,2,at_risk,0
usr_000086,search,reengagement,android,7,4,0.1935,7,12,at_risk,0
usr_000087,product,transactional,web,20,3,0.3514,92,40,at_risk,0
usr_000088,content,newsletter,ios,22,0,0.1849,72,26,at_risk,0
usr_000089,search,reengagement,web,23,6,0.3038,39,34,active,1
usr_000090,search,promotional,android,21,6,0.1256,47,19,active,0
usr_000091,search,promotional,ios,1,6,0.4587,80,41,at_risk,0
usr_000092,search,promotional,ios,15,2,0.0573,42,37,at_risk,1
usr_000093,product,promotional,ios,7,1,0.1543,10,4,active,1
usr_000094,search,promotional,web,18,0,0.1364,42,39,active,0
usr_000095,content,newsletter,android,11,2,0.0889,65,9,active,0
usr_000096,search,promotional,android,4,1,0.2878,89,26,at_risk,0
usr_000097,home,promotional,android,12,4,0.4073,87,14,new,1
usr_000098,home,reengagement,android,2,3,0.1562,52,14,active,0
usr_000099,home,transactional,ios,6,0,0.1012,17,50,new,0
usr_000100,product,transactional,android,0,4,0.234,41,29,active,1
usr_000101,search,transactional,ios,10,1,0.1354,22,5,active,1
usr_000102,search,promotional,android,3,5,0.1491,62,42,active,0
usr_000103,product,transactional,web,3,1,0.023,94,7,at_risk,0
usr_000104,home,promotional,web,14,2,0.1403,39,16,active,1
usr_000105,product,promotional,web,14,6,0.2352,91,16,at_risk,1
usr_000106,product,promotional,android,0,4,0.1004,40,37,active,1
usr_000107,home,transactional,ios,21,0,0.1784,51,53,active,0
usr_000108,home,promotional,ios,2,4,0.3146,6,17,at_risk,0
usr_000109,search,promotional,ios,8,6,0.339,2,60,churn,1
usr_000110,search,transactional,ios,14,5,0.251,28,35,new,0
usr_000111,content,transactional,android,18,3,0.2728,22,12,churn,0
usr_000112,search,newsletter,web,16,6,0.0819,76,49,new,1
usr_000113,product,newsletter,android,18,0,0.2206,54,38,new,0
usr_000114,home,transactional,android,4,0,0.1091,56,41,new,0
usr_000115,content,reengagement,android,0,3,0.5677,74,35,churn,1
usr_000116,home,promotional,ios,20,1,0.0163,85,3,active,1
usr_000117,content,transactional,android,20,4,0.1365,17,43,churn,0
usr_000118,search,newsletter,web,3,1,0.0153,42,41,new,1
usr_000119,search,promotional,ios,1,6,0.085,13,27,active,1
usr_000120,search,reengagement,ios,17,4,0.2786,80,56,at_risk,1
usr_000121,product,promotional,ios,17,5,0.2532,15,55,active,0
usr_000122,search,promotional,ios,5,4,0.0599,39,33,active,0
usr_000123,home,transactional,android,9,1,0.0523,98,47,new,1
usr_000124,search,newsletter,ios,21,2,0.3355,43,21,active,0
usr_000125,content,promotional,ios,11,5,0.2042,22,34,churn,0
usr_000126,search,promotional,android,19,1,0.1046,48,58,new,0
usr_000127,product,promotional,ios,3,6,0.2651,75,7,active,1
usr_000128,search,promotional,android,21,4,0.1203,62,14,new,1
usr_000129,content,transactional,web,13,2,0.5017,7,48,new,1
usr_000130,search,promotional,android,10,5,0.1684,72,34,at_risk,1
usr_000131,product,promotional,android,21,0,0.0733,34,4,active,1
usr_000132,home,reengagement,android,20,4,0.4049,42,45,active,0
usr_000133,product,promotional,ios,1,4,0.1482,93,24,at_risk,0
usr_000134,search,reengagement,android,18,5,0.4658,14,15,at_risk,0
usr_000135,product,transactional,android,8,2,0.2404,44,35,new,0
usr_000136,home,promotional,ios,23,1,0.2197,69,22,active,0
usr_000137,product,promotional,web,22,3,0.0659,48,10,new,0
usr_000138,content,promotional,web,12,5,0.2562,6,52,at_risk,0
usr_000139,search,reengagement,web,7,3,0.3277,16,42,active,1
usr_000140,home,newsletter,ios,19,3,0.3958,95,55,active,1
usr_000141,home,reengagement,ios,10,0,0.087,22,31,churn,0
usr_000142,content,transactional,android,3,0,0.3211,27,20,active,1
usr_000143,product,newsletter,android,12,2,0.2533,25,0,new,1
usr_000144,home,promotional,android,3,3,0.3398,86,11,active,1
usr_000145,search,promotional,web,15,5,0.2967,50,35,at_risk,0
usr_000146,content,promotional,android,1,4,0.3115,91,41,active,1
usr_000147,search,transactional,ios,3,0,0.2678,18,5,new,0
usr_000148,product,reengagement,android,3,0,0.1768,6,2,churn,0
usr_000149,content,promotional,ios,21,5,0.1157,66,26,active,0
usr_000150,home,newsletter,ios,5,5,0.2433,10,11,active,0
usr_000151,content,transactional,web,6,4,0.4572,18,25,new,1
usr_000152,content,reengagement,ios,14,5,0.109,44,42,at_risk,0
usr_000153,search,reengagement,ios,2,6,0.0714,77,49,new,0
usr_000154,home,promotional,ios,14,3,0.2669,94,7,churn,1
usr_000155,search,reengagement,android,2,1,0.2094,72,58,churn,0
usr_000156,home,promotional,android,21,5,0.4733,97,23,active,0
usr_000157,search,transactional,android,19,4,0.2555,64,2,at_risk,1
usr_000158,product,transactional,android,3,4,0.2568,28,47,active,1
usr_000159,content,promotional,web,20,0,0.2052,89,41,active,1
usr_000160,product,promotional,android,18,4,0.1593,70,12,new,1
usr_000161,home,transactional,android,19,5,0.186,86,30,active,1
usr_000162,product,reengagement,android,11,0,0.1375,46,22,churn,0
usr_000163,home,reengagement,web,22,1,0.0975,54,31,active,1
usr_000164,home,transactional,ios,14,0,0.1884,19,33,active,0
usr_000165,content,reengagement,ios,5,3,0.1374,25,2,active,0
usr_000166,home,promotional,android,2,5,0.4307,71,4,active,1
usr_000167,product,newsletter,android,11,0,0.2002,95,60,active,0
usr_000168,product,promotional,ios,2,1,0.1574,51,2,at_risk,0
usr_000169,content,promotional,android,21,1,0.159,11,2,new,0
usr_000170,home,transactional,ios,13,4,0.5295,11,42,at_risk,0
usr_000171,content,transactional,web,0,5,0.1183,29,50,active,0
usr_000172,content,promotional,ios,22,4,0.2014,39,56,new,0
usr_000173,product,transactional,android,23,3,0.1031,24,29,active,1
usr_000174,search,reengagement,ios,12,5,0.0777,86,12,churn,0
usr_000175,search,newsletter,android,1,2,0.2388,81,27,churn,0
usr_000176,product,promotional,android,14,1,0.4287,83,41,active,1
usr_000177,product,transactional,ios,19,3,0.0534,87,57,new,0
usr_000178,search,newsletter,android,15,1,0.2307,63,49,active,0
usr_000179,product,promotional,ios,23,6,0.1997,40,50,active,0
usr_000180,home,newsletter,android,5,3,0.2668,16,43,active,1
usr_000181,search,promotional,android,5,6,0.0746,16,28,churn,1
usr_000182,home,reengagement,android,20,0,0.2382,11,0,at_risk,0
usr_000183,search,transactional,ios,16,0,0.2329,56,16,active,0
usr_000184,home,transactional,ios,5,6,0.4442,62,50,at_risk,1
usr_000185,content,reengagement,ios,16,1,0.1246,25,23,new,0
usr_000186,content,promotional,ios,9,0,0.2618,71,27,active,1
usr_000187,content,promotional,web,9,6,0.066,9,52,at_risk,1
usr_000188,content,transactional,android,10,5,0.2723,90,52,active,0
usr_000189,product,promotional,web,19,6,0.1486,91,53,new,0
usr_000190,search,reengagement,android,21,4,0.3025,59,23,churn,0
usr_000191,product,transactional,ios,5,5,0.2948,99,4,at_risk,1
usr_000192,search,promotional,ios,19,4,0.1005,58,3,active,1
usr_000193,search,newsletter,ios,11,6,0.2672,32,56,churn,1
usr_000194,search,reengagement,ios,11,4,0.019,94,42,active,0
usr_000195,product,newsletter,android,5,3,0.138,26,53,at_risk,1
usr_000196,content,promotional,android,1,1,0.0188,47,34,new,0
usr_000197,home,promotional,ios,21,4,0.0204,25,16,churn,0
usr_000198,home,promotional,ios,2,3,0.2213,57,25,new,0
usr_000199,search,promotional,web,4,1,0.2163,15,37,at_risk,0
usr_000200,search,transactional,web,2,3,0.243,29,1,new,1
usr_000201,search,newsletter,web,23,1,0.2094,80,57,active,0
usr_000202,home,reengagement,android,18,3,0.2905,88,4,active,1
usr_000203,home,promotional,android,5,4,0.4877,72,16,at_risk,1
usr_000204,home,newsletter,android,16,5,0.3476,3,32,active,1
usr_000205,product,promotional,ios,3,2,0.0806,81,23,new,0
usr_000206,content,transactional,android,7,3,0.3661,90,35,active,1
usr_000207,search,reengagement,android,21,3,0.126,41,33,active,1
usr_000208,home,transactional,android,4,0,0.2952,79,8,new,1
usr_000209,search,newsletter,web,16,5,0.1161,97,32,active,1
usr_000210,product,promotional,ios,22,5,0.1168,93,23,active,0
usr_000211,content,promotional,android,3,4,0.1943,59,55,at_risk,0
usr_000212,search,promotional,web,22,2,0.0316,58,17,new,1
usr_000213,home,promotional,android,11,5,0.0875,85,51,active,0
usr_000214,product,transactional,android,2,6,0.2481,87,22,churn,1
usr_000215,home,promotional,ios,11,6,0.146,4,10,at_risk,1
usr_000216,search,newsletter,web,15,1,0.2157,5,15,active,0
usr_000217,home,reengagement,android,20,0,0.4461,11,12,active,1
usr_000218,search,reengagement,android,21,4,0.1134,30,34,new,1
usr_000219,home,newsletter,ios,12,5,0.062,5,30,at_risk,1
usr_000220,search,transactional,android,14,5,0.2118,96,19,active,1
usr_000221,search,reengagement,android,12,1,0.3952,29,45,active,0
usr_000222,home,promotional,android,20,3,0.3069,3,23,active,0
usr_000223,search,newsletter,ios,20,1,0.285,14,2,active,1
usr_000224,search,reengagement,web,0,5,0.1263,43,43,churn,1
usr_000225,home,transactional,ios,20,2,0.015,74,22,active,0
usr_000226,content,promotional,android,12,4,0.2422,47,55,new,0
usr_000227,content,transactional,web,0,0,0.2105,89,21,active,0
usr_000228,content,promotional,ios,6,4,0.1132,79,53,active,1
usr_000229,home,promotional,ios,9,2,0.1407,49,7,active,0
usr_000230,home,transactional,web,19,4,0.1244,79,42,active,0
usr_000231,content,transactional,android,4,3,0.0763,85,39,new,0
usr_000232,content,newsletter,android,11,0,0.3031,66,7,at_risk,0
usr_000233,content,promotional,ios,22,2,0.234,12,58,new,0
usr_000234,home,promotional,android,17,0,0.0738,43,12,at_risk,0
usr_000235,product,promotional,android,3,6,0.2807,80,53,churn,0
usr_000236,product,transactional,web,12,2,0.4456,31,9,new,1
usr_000237,search,transactional,android,8,0,0.2017,99,58,active,1
usr_000238,content,promotional,web,14,5,0.1078,95,12,active,0
usr_000239,content,reengagement,android,11,2,0.0711,48,18,active,0
usr_000240,home,transactional,ios,15,0,0.1686,85,21,new,0
usr_000241,product,transactional,android,14,4,0.0636,21,41,active,1
usr_000242,search,reengagement,ios,17,0,0.1779,39,32,active,0
usr_000243,content,newsletter,android,14,2,0.1815,30,58,at_risk,0
usr_000244,search,transactional,ios,6,0,0.0916,62,19,active,0
usr_000245,content,promotional,android,21,1,0.2994,8,13,new,1
usr_000246,search,reengagement,android,15,6,0.1969,89,24,new,0
usr_000247,product,promotional,android,7,0,0.0714,28,60,at_risk,0
usr_000248,product,transactional,web,6,6,0.2151,74,59,active,0
usr_000249,search,newsletter,ios,4,6,0.2786,92,44,at_risk,1
usr_000250,home,transactional,ios,2,0,0.2725,35,32,active,0
usr_000251,content,newsletter,ios,23,5,0.1747,4,24,active,0
usr_000252,search,transactional,android,11,3,0.2517,65,8,active,1
usr_000253,search,promotional,ios,14,3,0.5599,17,5,new,0
usr_000254,content,transactional,android,15,3,0.0158,1,51,active,1
usr_000255,home,reengagement,ios,3,0,0.2934,82,50,new,0
usr_000256,home,promotional,android,19,4,0.4097,76,60,new,0
usr_000257,search,newsletter,web,7,3,0.1768,65,4,active,0
usr_000258,search,promotional,ios,15,3,0.0816,67,7,active,0
usr_000259,content,reengagement,android,3,1,0.1853,18,49,at_risk,0
usr_000260,search,reengagement,web,7,0,0.0681,2,15,active,0
usr_000261,product,promotional,ios,9,0,0.345,91,51,active,0
usr_000262,content,reengagement,web,5,3,0.033,35,0,new,1
usr_000263,search,newsletter,web,3,4,0.2081,92,56,at_risk,0
usr_000264,content,promotional,ios,16,3,0.1009,35,58,active,0
usr_000265,content,promotional,ios,3,6,0.3247,81,1,at_risk,0
usr_000266,product,promotional,ios,7,1,0.3741,34,32,active,0
usr_000267,home,transactional,ios,4,2,0.4558,15,56,active,0
usr_000268,search,newsletter,ios,22,5,0.1674,25,15,at_risk,0
usr_000269,home,promotional,ios,13,6,0.2488,68,13,active,1
usr_000270,product,newsletter,ios,13,4,0.4134,95,39,at_risk,0
usr_000271,home,reengagement,web,12,5,0.2508,3,5,new,0
usr_000272,search,transactional,ios,14,4,0.2174,61,35,active,0
usr_000273,home,reengagement,android,21,2,0.0139,78,9,at_risk,0
usr_000274,content,newsletter,ios,19,1,0.2,30,13,active,1
usr_000275,search,promotional,android,14,3,0.0263,54,43,active,1
usr_000276,product,transactional,web,23,0,0.3126,30,37,at_risk,0
usr_000277,home,promotional,ios,22,5,0.131,45,51,at_risk,1
usr_000278,content,newsletter,android,12,2,0.2571,29,55,churn,0
usr_000279,search,transactional,web,8,4,0.1792,76,50,active,0
usr_000280,content,promotional,android,3,6,0.1199,96,47,active,1
usr_000281,content,promotional,android,9,0,0.0825,17,0,active,0
usr_000282,home,newsletter,web,12,6,0.0974,30,59,active,1
usr_000283,content,promotional,android,8,1,0.058,83,55,active,1
usr_000284,search,transactional,web,23,1,0.0771,39,12,at_risk,1
usr_000285,content,reengagement,android,5,2,0.2539,65,52,active,1
usr_000286,content,reengagement,android,21,1,0.1373,19,10,at_risk,0
usr_000287,home,reengagement,web,4,1,0.1135,57,26,new,1
usr_000288,product,transactional,web,19,5,0.1405,32,26,at_risk,1
usr_000289,home,reengagement,android,16,3,0.2532,71,40,active,1
usr_000290,search,transactional,ios,4,5,0.2679,9,9,active,1
usr_000291,content,transactional,android,9,4,0.2714,3,27,new,0
usr_000292,home,reengagement,android,5,0,0.092,85,39,active,0
usr_000293,product,promotional,web,12,1,0.047,64,24,at_risk,0
usr_000294,content,promotional,android,23,4,0.052,15,10,new,0
usr_000295,product,promotional,android,19,5,0.0872,16,45,churn,1
usr_000296,home,promotional,web,10,3,0.0417,79,42,active,0
usr_000297,product,reengagement,web,22,4,0.0694,30,22,new,0
usr_000298,home,promotional,android,16,6,0.208,57,44,active,0
usr_000299,content,newsletter,android,4,4,0.4521,28,21,active,0
usr_000300,content,promotional,android,10,4,0.2021,93,10,active,0
usr_000301,content,transactional,ios,4,4,0.3578,49,20,active,1
usr_000302,content,reengagement,android,11,0,0.2034,77,19,churn,0
usr_000303,search,reengagement,ios,1,3,0.103,57,3,new,0
usr_000304,content,promotional,web,19,5,0.232,62,34,active,0
usr_000305,product,reengagement,android,8,4,0.169,31,51,active,0
usr_000306,search,newsletter,web,13,0,0.4049,65,58,active,1
usr_000307,product,promotional,ios,21,5,0.2669,29,26,churn,1
usr_000308,home,reengagement,ios,6,2,0.1347,8,52,at_risk,0
usr_000309,home,transactional,android,2,2,0.1638,13,54,at_risk,0
usr_000310,product,promotional,ios,13,0,0.3486,35,15,at_risk,0
usr_000311,product,newsletter,web,2,0,0.3685,51,28,active,1
usr_000312,search,newsletter,android,13,0,0.1847,69,7,churn,0
usr_000313,product,reengagement,ios,5,3,0.1738,37,45,active,1
usr_000314,home,promotional,android,11,2,0.101,21,39,new,0
usr_000315,search,reengagement,ios,6,1,0.241,38,18,active,0
usr_000316,home,transactional,android,3,3,0.2101,19,3,active,0
usr_000317,search,promotional,ios,13,6,0.2544,91,45,active,0
usr_000318,search,newsletter,web,21,4,0.0429,73,59,active,0
usr_000319,product,promotional,android,0,5,0.555,87,45,at_risk,0
usr_000320,content,promotional,android,9,4,0.1139,29,28,new,0
usr_000321,product,transactional,android,19,4,0.101,30,8,at_risk,0
usr_000322,content,transactional,web,8,2,0.079,55,1,at_risk,1
usr_000323,home,reengagement,ios,18,0,0.3437,92,57,at_risk,0
usr_000324,product,promotional,web,2,2,0.1395,14,18,active,1
usr_000325,search,reengagement,android,18,4,0.2763,53,50,active,1
usr_000326,product,reengagement,android,18,3,0.1381,38,46,at_risk,0
usr_000327,search,newsletter,web,9,5,0.2257,2,44,active,1
usr_000328,product,newsletter,android,14,0,0.1617,95,14,churn,1
usr_000329,home,reengagement,android,7,6,0.3778,54,40,churn,0
usr_000330,product,promotional,ios,19,3,0.1723,94,17,new,0
usr_000331,search,transactional,android,17,1,0.2764,26,57,active,0
usr_000332,home,promotional,web,19,6,0.0891,42,10,new,0
usr_000333,home,promotional,web,23,4,0.0998,70,48,active,1
usr_000334,content,promotional,android,15,2,0.1301,63,52,churn,0
usr_000335,product,reengagement,android,20,1,0.4124,49,60,active,0
usr_000336,content,promotional,ios,3,0,0.0768,44,15,new,0
usr_000337,product,reengagement,ios,6,6,0.1787,97,6,churn,0
usr_000338,product,transactional,android,11,5,0.2031,82,19,active,1
usr_000339,content,transactional,android,14,4,0.1325,72,44,new,0
usr_000340,content,newsletter,android,18,1,0.1039,19,25,active,0
usr_000341,home,reengagement,web,16,6,0.2475,76,33,active,0
usr_000342,content,promotional,web,9,4,0.114,63,51,at_risk,0
usr_000343,product,reengagement,android,18,2,0.3337,50,59,churn,1
usr_000344,product,transactional,ios,11,6,0.0974,82,37,active,0
usr_000345,content,reengagement,android,22,1,0.0097,97,46,churn,0
usr_000346,content,transactional,android,3,0,0.1219,49,55,new,1
usr_000347,search,transactional,android,3,3,0.1877,81,14,active,0
usr_000348,product,reengagement,ios,6,0,0.1372,97,40,active,0
usr_000349,product,transactional,android,3,0,0.0485,57,46,at_risk,0
usr_000350,home,promotional,web,12,3,0.2787,87,53,active,0
usr_000351,home,reengagement,ios,11,2,0.3524,25,22,active,0
usr_000352,search,promotional,android,19,0,0.2685,24,47,new,0
usr_000353,product,promotional,android,16,3,0.1408,56,3,active,1
usr_000354,home,transactional,ios,1,3,0.2348,23,20,new,0
usr_000355,content,promotional,ios,18,5,0.277,85,33,active,0
usr_000356,content,reengagement,ios,23,4,0.0903,95,17,at_risk,0
usr_000357,search,reengagement,ios,17,0,0.1212,98,36,active,1
usr_000358,home,newsletter,ios,1,2,0.0689,58,9,at_risk,1
usr_000359,product,promotional,ios,6,6,0.0898,1,60,active,0
usr_000360,product,reengagement,web,17,0,0.185,94,23,active,0
usr_000361,content,promotional,android,10,4,0.1545,60,44,active,0
usr_000362,home,newsletter,android,8,3,0.2058,19,52,active,1
usr_000363,search,promotional,android,21,0,0.0355,40,45,new,0
usr_000364,home,promotional,android,9,0,0.1364,36,48,active,0
usr_000365,home,transactional,web,15,4,0.1496,31,13,new,0
usr_000366,home,reengagement,android,1,4,0.1374,69,4,new,1
usr_000367,product,promotional,android,3,3,0.2869,57,42,active,1
usr_000368,content,reengagement,ios,12,2,0.1127,13,47,churn,0
usr_000369,home,promotional,android,11,1,0.1431,33,52,at_risk,0
usr_000370,search,transactional,android,19,3,0.0262,61,36,active,1
usr_000371,product,newsletter,ios,5,0,0.31,41,44,active,0
usr_000372,search,transactional,ios,17,2,0.1174,79,4,at_risk,0
usr_000373,home,reengagement,ios,15,3,0.1043,95,11,active,1
usr_000374,content,reengagement,android,2,5,0.1486,95,3,active,1
usr_000375,product,promotional,ios,1,3,0.0892,91,23,new,0
usr_000376,product,transactional,android,22,5,0.2588,33,13,churn,0
usr_000377,search,transactional,web,5,0,0.4715,64,25,at_risk,1
usr_000378,search,promotional,android,15,4,0.0389,55,1,active,0
usr_000379,search,promotional,android,8,4,0.1051,94,55,new,0
usr_000380,search,newsletter,android,9,1,0.2739,34,24,active,0
usr_000381,product,promotional,android,19,5,0.2178,30,6,active,0
usr_000382,product,promotional,android,12,2,0.0695,69,58,churn,1
usr_000383,content,promotional,web,10,2,0.0976,94,28,active,0
usr_000384,home,transactional,ios,15,1,0.1249,66,34,at_risk,0
usr_000385,search,newsletter,android,8,3,0.0979,10,18,active,1
usr_000386,content,transactional,ios,19,2,0.0769,78,52,at_risk,1
usr_000387,product,newsletter,ios,1,1,0.2959,75,22,active,0
usr_000388,content,promotional,android,15,6,0.4609,94,11,new,0
usr_000389,home,newsletter,ios,22,6,0.3139,93,4,at_risk,1
usr_000390,search,reengagement,android,0,4,0.1828,97,3,churn,1
usr_000391,home,newsletter,android,20,0,0.0923,39,9,at_risk,1
usr_000392,search,transactional,web,2,3,0.0984,35,34,churn,0
usr_000393,content,promotional,ios,12,4,0.1898,23,55,churn,1
usr_000394,home,reengagement,android,4,6,0.1365,97,11,new,1
usr_000395,product,promotional,ios,5,3,0.0393,59,8,active,1
usr_000396,search,newsletter,ios,23,4,0.1588,28,0,churn,0
usr_000397,home,promotional,android,4,5,0.0758,36,22,churn,0
usr_000398,content,transactional,android,12,3,0.2436,63,56,active,0
usr_000399,content,transactional,android,22,1,0.1745,92,2,at_risk,0
usr_000400,search,promotional,android,17,1,0.0696,37,27,active,0
usr_000401,home,promotional,ios,20,1,0.0908,94,36,new,0
usr_000402,product,transactional,web,10,1,0.135,21,15,active,0
usr_000403,content,promotional,web,19,3,0.3373,84,5,active,0
usr_000404,home,transactional,android,8,1,0.2323,12,5,active,1
usr_000405,search,transactional,android,14,5,0.1103,28,56,active,1
usr_000406,home,reengagement,android,20,4,0.3142,10,55,active,1
usr_000407,content,transactional,android,23,6,0.1649,58,54,active,1
usr_000408,home,transactional,ios,20,4,0.3119,82,43,active,1
usr_000409,content,transactional,web,7,6,0.2889,27,26,at_risk,0
usr_000410,content,reengagement,ios,19,0,0.0225,2,59,new,0
usr_000411,content,promotional,ios,20,5,0.2474,52,18,new,0
usr_000412,home,reengagement,android,19,0,0.1843,7,4,at_risk,0
usr_000413,home,reengagement,android,16,4,0.0676,32,29,new,0
usr_000414,home,reengagement,web,5,0,0.0246,15,53,new,0
usr_000415,content,promotional,web,23,4,0.0919,6,20,active,1
usr_000416,home,promotional,android,18,3,0.24,62,60,active,0
usr_000417,product,reengagement,android,0,3,0.1131,62,38,churn,1
usr_000418,product,promotional,ios,19,3,0.2587,92,41,active,0
usr_000419,search,promotional,android,17,6,0.1288,27,3,churn,1
usr_000420,product,promotional,web,8,4,0.1124,5,21,active,1
usr_000421,home,promotional,android,17,4,0.4157,60,10,at_risk,1
usr_000422,search,transactional,android,4,0,0.1253,64,27,new,1
usr_000423,content,newsletter,android,7,6,0.286,11,6,active,1
usr_000424,home,newsletter,android,5,2,0.3222,52,55,at_risk,0
usr_000425,product,promotional,ios,17,5,0.1964,37,11,new,1
usr_000426,search,transactional,web,5,0,0.1307,65,0,new,1
usr_000427,content,promotional,android,14,1,0.1112,30,0,at_risk,0
usr_000428,home,newsletter,android,11,3,0.2769,62,20,new,0
usr_000429,content,transactional,android,10,4,0.1853,19,56,active,1
