user_id,site,campaign_type,device_os,hour_of_day,day_of_week,historical_open_rate,historical_push_count,days_since_last_open,segment,target_opened
33,Site_B,Alert,iOS,8,6,0.9966832779346797,13,22,Loyal,0
34,Site_B,News,iOS,3,5,0.7507902311797877,18,1,Loyal,1
35,Site_C,Alert,iOS,14,0,0.6447199773818176,21,12,Churn_Risk,1
36,Site_B,News,Android,11,1,0.3552896432193188,48,7,New,1
37,Site_C,News,Android,22,2,0.04916082915504816,1,24,Loyal,0
38,Site_C,News,Android,2,5,0.03105687603515561,36,20,Churn_Risk,0
39,Site_A,News,Android,22,5,0.5541812554487988,8,19,Churn_Risk,0
40,Site_C,Promo,iOS,13,2,0.7620327210390511,48,15,Loyal,1
41,Site_A,News,iOS,16,4,0.5373791904438551,21,3,New,1
42,Site_C,Promo,Android,18,0,0.8407850719391146,43,28,New,0
43,Site_C,Promo,iOS,5,1,0.03342653309322163,21,15,New,0
44,Site_A,News,iOS,3,2,0.3667520764259401,27,19,Churn_Risk,0
45,Site_A,Promo,Android,6,1,0.23707039117417805,19,5,Loyal,0
46,Site_C,Alert,Android,18,3,0.44727296815712203,23,26,Loyal,0
47,Site_B,News,Android,16,5,0.07237639319412248,43,3,Churn_Risk,0
48,Site_A,Promo,Android,15,5,0.9541316415710726,35,15,Loyal,1
49,Site_B,News,Android,14,2,0.22325540106936093,40,22,Loyal,0
50,Site_B,News,Android,21,2,0.9223077754835848,42,22,New,0
51,Site_B,News,iOS,7,3,0.4258931550366818,48,20,Loyal,0
52,Site_A,Promo,iOS,18,4,0.985524133255218,5,12,Loyal,1
53,Site_B,Alert,Android,7,2,0.5540583834602107,41,4,Churn_Risk,1
54,Site_A,Alert,iOS,17,5,0.9308328641758075,8,14,Churn_Risk,1
55,Site_B,Promo,Android,15,1,0.005348988694222845,11,25,New,0
56,Site_C,News,Android,19,0,0.7482388061809001,16,7,Churn_Risk,1
57,Site_C,Promo,Android,18,6,0.9030506531025154,39,6,New,1
58,Site_A,Promo,Android,9,1,0.13972056697895407,47,13,New,0
59,Site_C,Promo,iOS,16,4,0.09612585173215149,24,6,Loyal,0
60,Site_C,News,Android,12,0,0.4245726071859556,21,21,New,0
61,Site_B,Promo,iOS,12,1,0.9336789061329351,23,6,Loyal,1
62,Site_A,News,Android,6,1,0.5423865601904387,49,22,New,0
63,Site_B,Promo,Android,9,3,0.5274564637217322,38,25,Churn_Risk,0
64,Site_B,Alert,Android,1,6,0.14112611829932187,47,29,Churn_Risk,0
65,Site_B,Promo,iOS,3,4,0.0007895110932187865,8,17,Churn_Risk,0
66,Site_B,Promo,Android,5,5,0.8101400907454612,7,29,New,0
67,Site_B,Alert,Android,23,3,0.08757456298623822,2,9,New,0
68,Site_B,News,Android,17,0,0.633849818735324,30,17,Loyal,0
69,Site_B,News,iOS,22,6,0.9146164545151915,13,13,Loyal,1
70,Site_A,Promo,iOS,5,5,0.208651913158431,23,9,Loyal,0
71,Site_C,Alert,iOS,22,3,0.6652728362369108,29,6,Loyal,1
72,Site_B,News,Android,16,6,0.07869857670750946,38,29,New,0
73,Site_B,Promo,iOS,13,4,0.603755143837613,37,25,New,0
74,Site_B,Alert,Android,23,2,0.16393172095320274,20,6,Loyal,0
75,Site_B,News,iOS,10,2,0.735953560515178,33,6,New,1
76,Site_B,News,iOS,18,0,0.3012312947939082,29,4,New,1
77,Site_B,Alert,Android,1,2,0.46339100880464623,15,0,New,1
78,Site_C,Alert,iOS,2,3,0.5994305420276217,23,13,New,0
79,Site_C,Alert,Android,10,0,0.17127341066623958,42,17,Loyal,0
80,Site_B,Alert,Android,5,5,0.7416378186176209,3,12,Loyal,1
81,Site_C,Promo,iOS,13,4,0.30264034063681455,37,24,New,0
82,Site_A,Alert,Android,18,0,0.6623718599127535,29,7,Churn_Risk,1
83,Site_B,News,Android,15,5,0.15828305069937365,45,7,Loyal,0
84,Site_A,News,iOS,20,0,0.6881176592063503,8,9,Loyal,1
85,Site_A,Promo,iOS,21,1,0.12818807281046174,22,16,Churn_Risk,0
86,Site_B,News,Android,23,1,0.4253564962699836,29,5,Loyal,1
87,Site_C,News,iOS,6,0,0.24720607373887682,2,14,Churn_Risk,0
88,Site_A,Alert,Android,7,6,0.7483752494281826,41,14,Churn_Risk,1
89,Site_B,News,Android,18,2,0.26203500450687456,49,24,New,0
90,Site_A,Promo,iOS,19,1,0.8817173063953962,45,15,Loyal,1
91,Site_A,Alert,iOS,15,6,0.8918202114066128,1,7,Churn_Risk,1
92,Site_A,Alert,iOS,21,6,0.19644131522278585,44,18,New,0
93,Site_A,Promo,iOS,6,4,0.6138459450077243,20,19,Loyal,0
94,Site_C,Alert,Android,8,5,0.08771764171996432,21,14,New,0
95,Site_A,Alert,Android,12,3,0.3915370996016292,37,2,New,1
96,Site_A,Promo,iOS,0,1,0.7133217295012723,8,5,Churn_Risk,1
97,Site_A,Alert,iOS,7,0,0.6594232468499163,27,29,Loyal,0
98,Site_C,Promo,Android,23,2,0.624700669406608,47,24,New,0
99,Site_A,Promo,Android,21,3,0.2825408636624436,35,7,Churn_Risk,0
100,Site_A,News,Android,3,5,0.378024949434402,6,15,Churn_Risk,0
101,Site_C,News,Android,2,6,0.10294614470028618,45,14,New,0
102,Site_C,Alert,iOS,2,5,0.719022820433601,44,12,New,1
103,Site_C,Alert,Android,21,1,0.5038887967912735,19,25,Churn_Risk,0
104,Site_A,Promo,Android,12,5,0.7087656323456546,18,19,New,0
105,Site_C,Alert,iOS,7,5,0.24894352479687276,1,14,New,0
106,Site_C,Promo,Android,6,2,0.3244382286350662,25,17,Loyal,0
107,Site_A,Promo,Android,0,6,0.33421533726011465,27,12,Churn_Risk,0
108,Site_C,Alert,iOS,15,2,0.0257424097472162,7,23,New,0
109,Site_A,Promo,iOS,5,2,0.34104787283062354,44,7,Churn_Risk,0
110,Site_B,News,iOS,6,0,0.8033045735180335,42,13,Loyal,1
111,Site_C,Alert,Android,11,5,0.8972984957497385,29,27,Churn_Risk,0
112,Site_B,News,Android,22,5,0.5182183156359275,31,10,Churn_Risk,1
113,Site_A,Alert,iOS,8,5,0.45550169521922024,44,5,Churn_Risk,1
114,Site_C,Promo,iOS,10,4,0.030824618699370254,43,29,Loyal,0
115,Site_A,Alert,Android,9,2,0.8792043375853826,36,23,Loyal,0
116,Site_B,News,iOS,20,3,0.013010213425872719,19,24,Churn_Risk,0
117,Site_A,Promo,iOS,0,1,0.9447500802102118,6,28,Churn_Risk,0
118,Site_C,Alert,iOS,17,6,0.48921624868809066,25,0,Loyal,1
119,Site_C,Alert,Android,3,3,0.3419344935747266,31,24,New,0
120,Site_B,Alert,Android,4,6,0.9242184348426601,9,1,Loyal,1
121,Site_A,News,Android,8,0,0.024390993110096737,20,29,Churn_Risk,0
122,Site_C,News,Android,16,0,0.5814248948690871,10,12,New,0
123,Site_B,Alert,Android,2,6,0.5489325244993376,37,0,New,1
124,Site_C,Promo,Android,15,5,0.21932040121138208,27,23,New,0
125,Site_C,Promo,iOS,4,3,0.42888743135021057,13,23,Loyal,0
126,Site_A,News,Android,15,5,0.6522640059437702,41,26,Loyal,0
127,Site_C,Promo,Android,2,4,0.7271311968819275,2,3,Loyal,1
128,Site_A,News,iOS,19,0,0.0007168587065797816,21,23,Loyal,0
129,Site_C,Alert,Android,14,0,0.9368534300910153,33,22,Churn_Risk,0
130,Site_B,News,Android,2,3,0.1645253723928124,24,28,New,0
131,Site_C,News,iOS,19,0,0.2335804342223592,44,1,Churn_Risk,1
132,Site_A,Alert,iOS,13,4,0.26347344569384823,42,20,Loyal,0
133,Site_A,Promo,iOS,15,4,0.03782013655203531,34,29,Loyal,0
134,Site_B,News,Android,16,4,0.12305212359032491,9,25,Churn_Risk,0
135,Site_C,News,iOS,23,1,0.986349922944162,2,19,New,1
136,Site_C,Alert,Android,19,4,0.31521673737728606,30,15,New,0
137,Site_B,Promo,Android,22,4,0.11530109033904934,22,2,Loyal,1
138,Site_C,News,Android,17,1,0.10699126117462332,46,16,Loyal,0
139,Site_C,Alert,Android,17,5,0.7194599676699719,11,4,Loyal,1
140,Site_A,News,iOS,21,2,0.8545686640326409,43,25,Loyal,0
141,Site_C,Alert,iOS,13,0,0.2569522995084699,17,7,New,0
142,Site_C,Promo,Android,17,4,0.02090951233523497,36,11,Churn_Risk,0
143,Site_B,Promo,iOS,14,0,0.2230900184453558,13,24,New,0
144,Site_B,Promo,Android,14,3,0.056515690796757334,7,22,Churn_Risk,0
145,Site_A,Promo,Android,5,0,0.10339493663004151,16,11,Loyal,0
146,Site_C,News,Android,14,6,0.43150811984764237,33,26,Loyal,0
147,Site_C,News,iOS,17,5,0.22991837086163258,45,0,Churn_Risk,1
148,Site_C,Promo,Android,3,1,0.5159458785254234,1,0,Loyal,1
149,Site_A,Promo,Android,22,0,0.25349375325719037,11,14,New,0
150,Site_A,Promo,iOS,7,0,0.9405373011029476,6,16,Loyal,1
151,Site_B,News,iOS,14,0,0.9059439679262645,20,1,Loyal,1
152,Site_A,Promo,iOS,2,2,0.566806105010466,35,16,Loyal,0
153,Site_C,Promo,iOS,14,2,0.35442399198738617,44,19,Loyal,0
154,Site_C,Promo,Android,12,3,0.38114688203473557,37,25,New,0
155,Site_A,Alert,iOS,8,1,0.41185228314449696,41,8,Churn_Risk,1
156,Site_C,Promo,Android,1,0,0.727579322134944,26,11,Loyal,1
157,Site_C,Alert,iOS,23,0,0.4516389955188379,12,3,Loyal,1
158,Site_A,Alert,iOS,7,0,0.8567299465058974,30,12,New,1
159,Site_A,Promo,iOS,19,0,0.9440947859303646,28,3,New,1
160,Site_C,Alert,iOS,16,2,0.33594615337893385,27,6,New,1
161,Site_C,Promo,iOS,12,5,0.5606944813756801,42,13,Loyal,0
162,Site_C,News,iOS,0,5,0.09505653683256443,19,26,Churn_Risk,0
163,Site_B,News,Android,1,3,0.200469047766359,5,8,New,0
164,Site_B,News,iOS,14,6,0.4134657667101601,5,22,New,0
165,Site_B,News,iOS,11,4,0.20620271590177885,41,0,New,1
166,Site_A,Alert,iOS,13,1,0.8765604907887176,27,0,Churn_Risk,1
167,Site_B,Promo,iOS,1,5,0.15828625605909807,28,19,Loyal,0
168,Site_A,Promo,Android,17,6,0.45566082155309195,26,3,Loyal,1
169,Site_A,Promo,iOS,21,0,0.6056992404598757,27,0,Loyal,1
170,Site_B,News,iOS,6,5,0.6918639081608444,49,21,New,0
171,Site_B,News,iOS,22,3,0.38306936972650674,42,9,Loyal,0
172,Site_B,Promo,iOS,5,4,0.8690990687247285,21,1,New,1
173,Site_C,News,Android,13,5,0.5683191510779255,1,26,Churn_Risk,0
174,Site_B,Promo,iOS,7,3,0.4395077804475518,28,20,Churn_Risk,0
175,Site_C,Promo,Android,21,2,0.06724063405203662,48,23,Loyal,0
176,Site_A,Promo,iOS,1,4,0.464689468445165,15,14,New,0
177,Site_C,Promo,Android,16,3,0.8207358408157303,17,2,New,1
178,Site_B,Promo,Android,4,6,0.6145410182213155,26,24,Loyal,0
179,Site_A,Promo,iOS,13,5,0.8321624537291183,20,22,Churn_Risk,0
180,Site_A,Promo,iOS,23,2,0.4940116705993056,25,8,Churn_Risk,1
181,Site_A,News,Android,19,6,0.11846170509448184,13,16,Churn_Risk,0
182,Site_C,Promo,Android,20,3,0.01363984583588107,33,20,Churn_Risk,0
183,Site_B,Promo,iOS,20,3,0.3032195467185912,25,27,Churn_Risk,0
184,Site_A,News,Android,21,6,0.6979904714977925,8,12,Loyal,1
185,Site_A,News,Android,2,5,0.7902599039416938,5,2,Loyal,1
186,Site_A,News,Android,4,4,0.2957528346203294,6,3,Loyal,1
187,Site_C,Promo,iOS,15,2,0.4956539208832471,23,3,Churn_Risk,1
188,Site_C,Alert,Android,17,0,0.4211189044340816,30,10,Churn_Risk,0
189,Site_B,Alert,Android,16,1,0.41052278435142786,14,27,Loyal,0
190,Site_C,News,Android,10,4,0.2313487132001505,23,6,Loyal,0
191,Site_A,Alert,iOS,16,2,0.13637110502945837,11,25,Churn_Risk,0
192,Site_B,News,iOS,15,6,0.19668855823121312,31,10,New,0
193,Site_A,Promo,Android,22,3,0.0553323871633461,6,23,Loyal,0
194,Site_A,Alert,iOS,1,6,0.19813074182357704,11,10,Churn_Risk,0
195,Site_C,Promo,Android,3,2,0.009200897625379456,13,9,Churn_Risk,0
196,Site_B,Alert,iOS,20,6,0.6272584006359783,12,4,Loyal,1
197,Site_C,Promo,iOS,6,6,0.3163754073876829,2,12,New,0
198,Site_C,Alert,Android,1,1,0.9731447114269086,35,28,Churn_Risk,0
199,Site_B,Promo,iOS,5,5,0.19371705077629786,36,11,Loyal,0
200,Site_A,Promo,iOS,16,1,0.3458285703095939,17,9,Churn_Risk,0
201,Site_A,Alert,iOS,6,0,0.3578411586415332,28,6,Churn_Risk,1
202,Site_B,Promo,Android,4,0,0.00845149606246054,28,18,Churn_Risk,0
203,Site_A,Promo,iOS,4,1,0.8392079530394589,22,18,Churn_Risk,0
204,Site_B,Promo,iOS,19,4,0.03199446014432472,38,18,New,0
205,Site_B,Alert,Android,15,4,0.9401798347292414,7,11,Loyal,1
206,Site_C,Alert,iOS,18,6,0.8920743510936207,15,19,Loyal,0
207,Site_B,Promo,iOS,8,6,0.5355219160859636,32,21,Loyal,0
208,Site_C,Promo,iOS,4,3,0.5435955749112921,11,14,Loyal,0
209,Site_A,Alert,iOS,7,0,0.6537779229561563,24,4,Loyal,1
210,Site_A,Alert,iOS,8,3,0.387050011934887,3,23,New,0
211,Site_A,Promo,Android,4,0,0.6472222833978555,30,29,Churn_Risk,0
212,Site_A,Promo,Android,9,1,0.04476838868848687,6,13,Churn_Risk,0
213,Site_C,Promo,iOS,1,4,0.05404762734972657,2,11,Loyal,0
214,Site_A,News,iOS,8,6,0.45723041961954436,14,28,Churn_Risk,0
215,Site_B,Alert,iOS,10,4,0.5496223011060349,41,20,Churn_Risk,0
216,Site_B,News,Android,3,1,0.887817640335819,18,10,Churn_Risk,1
217,Site_B,Alert,Android,21,3,0.10466063390789626,44,27,Loyal,0
218,Site_C,Alert,iOS,21,3,0.8226479271938894,31,4,Loyal,1
219,Site_A,Alert,iOS,21,2,0.2100473372920696,13,15,New,0
220,Site_A,Alert,Android,1,6,0.39408364851003186,26,29,Loyal,0
221,Site_A,Alert,iOS,22,6,0.3166024348274129,44,25,New,0
222,Site_C,Alert,Android,5,6,0.400155272865399,12,17,Loyal,0
223,Site_B,Alert,Android,13,0,0.15049549807258555,18,11,Churn_Risk,0
224,Site_B,News,iOS,0,3,0.503570074403555,9,26,New,0
225,Site_A,Promo,Android,17,1,0.8016425898313673,49,26,New,0
226,Site_B,Promo,iOS,6,3,0.44153401037889695,21,4,New,1
227,Site_B,News,iOS,0,4,0.4906135758981991,48,15,Loyal,0
228,Site_C,News,iOS,0,0,0.8487675852813142,49,11,New,1
229,Site_C,News,iOS,0,6,0.7060581146380308,40,22,Loyal,0
230,Site_C,News,iOS,23,5,0.4904544085197847,43,1,New,1
231,Site_C,Alert,iOS,3,2,0.25769564818917967,24,29,Loyal,0
232,Site_A,Promo,Android,3,0,0.8849267468449666,34,28,New,0
233,Site_C,Alert,Android,17,4,0.5770204016905583,8,5,Churn_Risk,1
234,Site_B,Promo,Android,10,6,0.2211476101106934,44,22,Churn_Risk,0
235,Site_A,Promo,Android,0,4,0.26911975263801036,33,20,New,0
236,Site_B,News,iOS,9,4,0.8031330889362459,23,24,Loyal,0
237,Site_B,Alert,Android,8,6,0.04414556208745546,13,29,Loyal,0
238,Site_B,News,Android,22,4,0.9920921870288201,49,3,Loyal,1
239,Site_C,Alert,Android,3,1,0.13035167971479178,14,29,Churn_Risk,0
240,Site_C,Promo,iOS,5,2,0.7960685253969374,14,29,Churn_Risk,0
241,Site_A,News,Android,15,5,0.39477531677168287,16,12,Churn_Risk,0
242,Site_A,News,iOS,1,4,0.49221618328746686,49,9,Loyal,1
243,Site_C,Promo,Android,22,4,0.8806505774645779,38,16,Loyal,1
244,Site_B,Promo,iOS,17,3,0.41291118958921325,39,13,Loyal,0
245,Site_A,Promo,iOS,9,2,0.5374937536732345,26,23,New,0
246,Site_C,News,Android,23,0,0.04929966240916994,26,14,New,0
247,Site_C,Alert,iOS,23,2,0.0023474738674531537,1,7,New,0
248,Site_C,News,iOS,16,2,0.2447998730017259,32,22,Churn_Risk,0
249,Site_B,Alert,Android,12,6,0.6805830929187673,15,23,Churn_Risk,0
250,Site_C,News,Android,23,6,0.1212648933591367,21,17,Loyal,0
251,Site_C,News,Android,17,6,0.11376195880454942,18,2,New,1
252,Site_C,Promo,iOS,21,5,0.4109606080359033,30,24,Loyal,0
253,Site_C,Alert,iOS,12,2,0.6478370386082265,13,16,New,0
254,Site_A,News,iOS,16,5,0.7120719922479305,24,23,New,0
255,Site_A,News,Android,4,4,0.17845067409837478,30,23,Loyal,0
256,Site_C,Promo,iOS,10,6,0.07958814737204245,2,6,Loyal,0
257,Site_B,Promo,iOS,6,4,0.9403970339455442,19,12,New,1
258,Site_A,Alert,iOS,9,6,0.26066638256210173,47,29,New,0
259,Site_C,News,iOS,16,1,0.8533464976087238,44,26,Churn_Risk,0
260,Site_A,Alert,iOS,14,5,0.8634914504628183,47,15,Loyal,1
261,Site_A,News,iOS,17,5,0.7725225917625445,25,4,Loyal,1
262,Site_B,Alert,iOS,22,0,0.16883360665257008,14,3,Loyal,1
263,Site_C,Promo,Android,21,3,0.8218014592542003,6,25,Loyal,0
264,Site_C,News,Android,18,2,0.7692505592415867,12,9,New,1
265,Site_B,Alert,Android,1,0,0.5967229901062171,20,12,Churn_Risk,0
266,Site_B,Promo,iOS,3,5,0.33720203516895275,23,9,Loyal,0
267,Site_C,Promo,iOS,2,0,0.2625086042665441,30,13,New,0
268,Site_C,Alert,Android,6,1,0.12188921208035897,30,25,New,0
269,Site_B,News,iOS,23,3,0.5097570669008714,38,21,New,0
270,Site_A,News,Android,17,5,0.5852608755098465,30,11,New,1
271,Site_A,Promo,iOS,9,5,0.3593389905157872,41,26,New,0
272,Site_B,News,iOS,6,2,0.47535906768086855,30,0,Loyal,1
273,Site_A,News,Android,7,6,0.3635144573692667,36,28,Loyal,0
274,Site_B,News,Android,5,3,0.6410060573207013,49,20,Churn_Risk,0
275,Site_A,Promo,Android,21,1,0.9012592077965633,34,29,Loyal,0
276,Site_A,Alert,Android,0,4,0.16392026204694488,16,19,New,0
277,Site_C,News,Android,3,0,0.3814088099031234,24,19,Churn_Risk,0
278,Site_C,Promo,iOS,13,2,0.14086860395086132,14,6,New,0
279,Site_A,Promo,iOS,16,5,0.624943770407832,26,8,New,1
280,Site_A,Alert,iOS,19,4,0.7288705094885958,8,7,Loyal,1
281,Site_C,News,Android,17,1,0.9319127325974559,14,26,New,0
282,Site_C,News,Android,10,3,0.2788719262609649,31,12,Loyal,0
283,Site_C,Alert,Android,20,0,0.9502112058654302,2,13,New,1
284,Site_B,Alert,Android,13,2,0.0632626718206748,48,11,Churn_Risk,0
285,Site_A,Promo,Android,8,5,0.6030138633645882,4,7,New,1
286,Site_C,Promo,Android,14,5,0.057132719343329974,1,20,Loyal,0
287,Site_A,Alert,iOS,11,4,0.8937741877619448,20,21,New,0
288,Site_B,News,iOS,9,4,0.5298090570700541,14,17,Loyal,0
289,Site_B,Promo,iOS,18,0,0.6693483507627961,40,15,Loyal,0
290,Site_C,Promo,iOS,23,3,0.8315739259104525,25,28,Churn_Risk,0
291,Site_B,News,iOS,18,1,0.15031062248396876,25,10,Loyal,0
292,Site_A,Promo,Android,5,6,0.038591561938133845,3,15,Churn_Risk,0
293,Site_C,News,Android,19,3,0.8788811459128522,5,13,Churn_Risk,1
294,Site_A,News,Android,23,3,0.3149332274589325,38,2,New,1
295,Site_A,News,Android,5,3,0.12897890792716526,26,20,Churn_Risk,0
296,Site_B,Alert,Android,7,6,0.46846123708708653,40,1,Loyal,1
297,Site_B,Alert,Android,0,0,0.5983060756960188,38,2,Loyal,1
298,Site_B,Alert,iOS,21,6,0.030970603422510123,38,3,Churn_Risk,0
299,Site_B,News,Android,16,0,0.2748956582570877,4,21,New,0
300,Site_B,News,Android,16,6,0.03279987427689601,7,4,Churn_Risk,0
301,Site_C,Alert,Android,23,1,0.42033538919549895,30,9,Churn_Risk,0
302,Site_A,Promo,Android,14,3,0.8951000290662443,30,19,Loyal,0
303,Site_A,News,iOS,6,0,0.9826524114935692,19,28,New,0
304,Site_A,Promo,iOS,18,6,0.6370475535036275,39,1,New,1
305,Site_A,Promo,Android,21,1,0.1616376937845918,35,11,New,0
306,Site_B,News,iOS,22,6,0.9058493899993058,40,26,New,0
307,Site_A,News,iOS,2,5,0.5162478232000605,33,4,Loyal,1
308,Site_C,Promo,Android,21,1,0.1537493121029181,33,4,New,0
309,Site_C,Promo,Android,10,3,0.9217266694516614,14,26,New,0
310,Site_A,Alert,Android,19,2,0.757469050723103,38,22,New,0
311,Site_A,Alert,Android,18,3,0.7317052727231516,10,0,Loyal,1
312,Site_C,News,Android,8,2,0.7091807037944047,28,3,Loyal,1
313,Site_C,Alert,iOS,9,1,0.20033982109644233,14,26,New,0
314,Site_B,Alert,Android,1,5,0.21100669170752606,36,20,Loyal,0
315,Site_C,Alert,Android,0,5,0.688292998427255,38,23,Churn_Risk,0
316,Site_B,Alert,Android,15,0,0.21972275011039688,16,11,New,0
317,Site_B,Promo,iOS,17,5,0.43867169680304885,21,11,Loyal,0
318,Site_B,News,Android,22,4,0.7820018255939414,28,15,New,1
319,Site_B,Alert,Android,16,1,0.783952518097841,33,23,New,0
320,Site_B,Promo,Android,5,0,0.45326177252585964,6,16,Loyal,0
321,Site_A,Promo,iOS,13,5,0.7921899382752451,41,20,Churn_Risk,0
322,Site_C,Promo,Android,22,1,0.8386217961980568,15,9,New,1
323,Site_B,Alert,Android,14,3,0.6547757512842602,44,16,Churn_Risk,0
324,Site_C,Alert,Android,13,5,0.22842585230842016,3,16,Loyal,0
325,Site_C,News,iOS,23,6,0.2740117803855475,43,17,New,0
326,Site_B,Alert,Android,21,2,0.31484115540873536,47,1,Loyal,1
327,Site_A,Alert,Android,2,1,0.116804107733952,35,24,Loyal,0
328,Site_B,Promo,Android,23,0,0.2731596203699451,14,3,Loyal,1
329,Site_A,News,iOS,22,3,0.20951922431253212,2,18,Loyal,0
330,Site_C,Alert,Android,18,4,0.45532874980860216,29,10,New,0
331,Site_A,Alert,Android,11,3,0.9084375478722649,4,16,Churn_Risk,1
332,Site_A,Promo,Android,1,5,0.10448031675395808,26,11,Churn_Risk,0
333,Site_A,Promo,iOS,2,2,0.7202679239473956,12,1,New,1
334,Site_C,Alert,iOS,17,3,0.6872830044131277,2,5,New,1
335,Site_C,News,Android,0,4,0.09575419866335766,17,8,Churn_Risk,0
336,Site_A,News,iOS,19,6,0.9225724049058001,35,4,Churn_Risk,1
337,Site_A,Promo,iOS,20,0,0.5684722021568196,10,19,New,0
338,Site_B,Promo,iOS,5,1,0.36372552113568424,48,28,Loyal,0
339,Site_A,Alert,Android,4,2,0.7565385834953067,22,20,New,0
340,Site_B,Promo,Android,0,4,0.25736545840163405,41,8,Churn_Risk,0
341,Site_A,Alert,iOS,18,5,0.6935098370463204,43,27,Loyal,0
342,Site_B,News,iOS,0,5,0.03971120757224722,21,28,Churn_Risk,0
343,Site_C,News,iOS,20,5,0.839408037609272,15,22,Loyal,0
344,Site_A,Alert,Android,20,2,0.4481708470213185,35,7,Churn_Risk,1
345,Site_A,Promo,Android,15,3,0.6366929143579417,48,19,Loyal,0
346,Site_A,News,iOS,11,2,0.22123781980668367,21,26,New,0
347,Site_A,Promo,iOS,21,5,0.677073712658448,21,7,New,1
348,Site_B,News,iOS,7,6,0.7722402758932766,21,21,Loyal,0
349,Site_A,Alert,iOS,15,4,0.47321318688439873,44,20,Loyal,0
350,Site_C,Alert,Android,0,1,0.6177269240617943,32,28,New,0
351,Site_C,Alert,iOS,3,1,0.45632592382239856,5,27,New,0
352,Site_A,News,Android,9,2,0.8940913692578455,39,22,Loyal,0
353,Site_C,Promo,iOS,10,5,0.49786918051431917,9,5,Loyal,1
354,Site_A,Promo,iOS,16,0,0.8418087090288189,18,2,New,1
355,Site_A,Promo,iOS,22,6,0.8013520582702486,21,4,Churn_Risk,1
356,Site_C,News,iOS,6,2,0.41050482134835653,8,8,New,1
357,Site_A,News,iOS,11,5,0.23008449185747504,44,6,Loyal,0
358,Site_C,News,Android,20,3,0.406082132559771,34,27,Loyal,0
359,Site_B,News,iOS,6,1,0.8262173757752201,10,3,Churn_Risk,1
360,Site_A,News,iOS,11,1,0.22763253581939236,41,6,New,0
361,Site_B,Promo,iOS,14,6,0.5244363458577493,24,4,Loyal,1
362,Site_C,News,Android,1,1,0.8060967479607475,40,10,New,1
363,Site_B,News,Android,13,0,0.3534774751283788,24,28,Loyal,0
364,Site_B,Promo,Android,12,5,0.6422096370026974,32,14,Churn_Risk,0
365,Site_C,News,Android,3,5,0.24563157404881453,33,1,New,1
366,Site_B,Promo,iOS,13,6,0.10927944536815992,38,12,New,0
367,Site_B,Promo,iOS,13,5,0.7943842250928563,44,21,Churn_Risk,0
368,Site_C,Alert,iOS,15,6,0.09896862340870682,49,15,Loyal,0
369,Site_B,Alert,Android,6,5,0.2713813950795846,34,6,Loyal,0
